loss,val_loss
1.240556001663208,0.664574921131134
0.8895127177238464,0.6154969334602356
0.7427783608436584,0.5659066438674927
0.7160847783088684,0.5365939140319824
0.6461530327796936,0.46666014194488525
0.6213838458061218,0.44975534081459045
0.5746989846229553,0.48579880595207214
0.5807494521141052,0.3855108618736267
0.49320730566978455,0.3972128629684448
0.4817063808441162,0.36077624559402466
0.4712800085544586,0.3183283507823944
0.43456414341926575,0.31033754348754883
0.44378331303596497,0.30346331000328064
0.3915219008922577,0.2983628511428833
0.37567397952079773,0.2814323306083679
0.36821702122688293,0.2687447965145111
0.351420521736145,0.261038601398468
0.3505837023258209,0.26081913709640503
0.3454141616821289,0.24559451639652252
0.33814406394958496,0.2414051592350006
0.33523163199424744,0.24411964416503906
0.32247909903526306,0.26888495683670044
0.3298112750053406,0.31456848978996277
0.34698721766471863,0.24547137320041656
0.33737897872924805,0.2386300414800644
0.33900997042655945,0.30631664395332336
0.33144256472587585,0.25506263971328735
0.32314345240592957,0.24507969617843628
0.31523990631103516,0.25935325026512146
0.32099688053131104,0.25077396631240845
0.31244587898254395,0.23783837258815765
0.3336014449596405,0.2394317388534546
0.3247571289539337,0.2538135349750519
0.31506097316741943,0.24376066029071808
0.3121188282966614,0.2404022365808487
0.31807640194892883,0.24236774444580078
0.3247985243797302,0.24102798104286194
0.3178804814815521,0.24561592936515808
0.3104258179664612,0.26153284311294556
0.3244231641292572,0.2379790097475052
0.31716182827949524,0.2404879778623581
0.32158759236335754,0.27144235372543335
0.3166087567806244,0.24392668902873993
0.32002371549606323,0.2419171780347824
0.3148099184036255,0.24812199175357819
0.30882328748703003,0.24266448616981506
0.3116462230682373,0.2404075562953949
0.3168920576572418,0.24070727825164795
0.3079914152622223,0.26679009199142456
0.32351192831993103,0.24164949357509613
0.31325143575668335,0.24096888303756714
0.31337371468544006,0.25272420048713684
0.3134916126728058,0.2418874204158783
0.309943825006485,0.24243521690368652
0.3045008182525635,0.24177347123622894
0.3107764720916748,0.24929578602313995
0.3151734471321106,0.2535213530063629
0.3101550042629242,0.23674613237380981
0.3110085725784302,0.2459903061389923
0.3139728307723999,0.24431993067264557
0.3088226020336151,0.24641935527324677
0.30603542923927307,0.2413410097360611
0.3078632056713104,0.23996444046497345
0.29761266708374023,0.24026960134506226
0.3148612082004547,0.24035775661468506
0.3107666075229645,0.24002212285995483
0.3087270259857178,0.24636927247047424
0.30189403891563416,0.2400071769952774
0.3124103546142578,0.24366948008537292
0.30914682149887085,0.2389545887708664
0.3015586733818054,0.24133075773715973
0.3124072551727295,0.24640661478042603
0.3177928924560547,0.2573834955692291
0.3093172609806061,0.23754365742206573
0.3087223768234253,0.2419193685054779
0.3120814859867096,0.24481847882270813
0.2954455316066742,0.23834535479545593
0.3085286319255829,0.24737146496772766
0.3107183873653412,0.23700392246246338
0.3060786724090576,0.24100689589977264
0.295736163854599,0.24216613173484802
0.30981454253196716,0.24078668653964996
0.3006126284599304,0.2398587018251419
0.30805686116218567,0.2404211312532425
0.3004509210586548,0.23762823641300201
0.3071928918361664,0.2429824024438858
0.29807454347610474,0.238136887550354
0.304164320230484,0.239434152841568
0.2997042238712311,0.23604829609394073
0.3032349646091461,0.24591365456581116
0.31203100085258484,0.2358815222978592
0.29056885838508606,0.23845887184143066
0.3093979060649872,0.23945008218288422
0.29711899161338806,0.2400004267692566
0.2962605655193329,0.2451981008052826
0.3142000734806061,0.23930524289608002
0.3087444007396698,0.24001917243003845
0.295134037733078,0.23754772543907166
0.2958598732948303,0.23794136941432953
0.2923123240470886,0.23527224361896515
0.3021376430988312,0.24782860279083252
0.31116828322410583,0.23665985465049744
0.30427056550979614,0.2374458760023117
0.2993711531162262,0.23261487483978271
0.3003885746002197,0.2402723729610443
0.3020893633365631,0.23439200222492218
0.29862648248672485,0.2359124720096588
0.2978633940219879,0.23732441663742065
0.31371286511421204,0.24327176809310913
0.2978273332118988,0.2415962964296341
0.3026495575904846,0.2366442084312439
0.30423596501350403,0.23496851325035095
0.2968842685222626,0.23579256236553192
0.29218152165412903,0.2368900328874588
0.2957994043827057,0.23663614690303802
0.29589346051216125,0.23674088716506958
0.29678526520729065,0.23613904416561127
0.2931584417819977,0.23461231589317322
0.2906690537929535,0.2362498790025711
0.30007657408714294,0.23531849682331085
0.29764002561569214,0.23848770558834076
0.3016960918903351,0.23326459527015686
0.30077502131462097,0.23848655819892883
0.3020399212837219,0.24230031669139862
0.2946760356426239,0.2306634485721588
0.3029860556125641,0.24042809009552002
0.2937454581260681,0.23201513290405273
0.29497745633125305,0.2309546023607254
0.2975825369358063,0.23499535024166107
0.2913667857646942,0.23700499534606934
0.286943644285202,0.23218980431556702
0.3034076690673828,0.24203599989414215
0.3028510808944702,0.23990115523338318
0.2927616834640503,0.2266896814107895
0.2953692376613617,0.23245961964130402
0.287864625453949,0.23949390649795532
